"Area","CancerType","Year","Sex","Race","AgeAdjustedRate","CaseCount","Population"
"Maine","All Types of Cancer",2017,"Male","All Races","500","4562",653722
"South Carolina","All Types of Cancer",2017,"Male","All Races","482.6","14373",2435459
"Alabama","All Types of Cancer",2017,"Male","All Races","514.1","14476",2359077
"Vermont","All Types of Cancer",2017,"Male","All Races","488.7","2002",308405
"Washington","All Types of Cancer",2017,"Male","All Races","459.1","18741",3713660
"Ohio","All Types of Cancer",2017,"Male","All Races","496.3","33922",5716369
"North Dakota","All Types of Cancer",2017,"Male","All Races","487.7","2018",387042
"New Jersey","All Types of Cancer",2017,"Male","All Races","530.1","26464",4340245
"Delaware","All Types of Cancer",2017,"Male","All Races","496.2","2914",462851
"New Hampshire","All Types of Cancer",2017,"Male","All Races","517.9","4451",668358
"Nebraska","All Types of Cancer",2017,"Male","All Races","514.6","5465",957256
"New York","All Types of Cancer",2017,"Male","All Races","524.2","57125",9511225
"Iowa","All Types of Cancer",2017,"Male","All Races","520.2","9635",1563778
"Illinois","All Types of Cancer",2017,"Male","All Races","497.4","34535",6282051
"Wisconsin","All Types of Cancer",2017,"Male","All Races","481.5","16715",2880390
"Indiana","All Types of Cancer",2017,"Male","All Races","475.8","17355",3283306
"Louisiana","All Types of Cancer",2017,"Male","All Races","548.5","13916",2281998
"Arizona","All Types of Cancer",2017,"Male","All Races","402","16763",3504020
"Massachusetts","All Types of Cancer",2017,"Male","All Races","477.2","18547",3331060
"Michigan","All Types of Cancer",2017,"Male","All Races","474.3","28050",4911292
"Connecticut","All Types of Cancer",2017,"Male","All Races","501.8","10639",1743466
"Wyoming","All Types of Cancer",2017,"Female","All Races","377.3","1293",283606
"Nevada","All Types of Cancer",2017,"Female","All Races","394.8","6962",1481115
"Rhode Island","All Types of Cancer",2017,"Female","All Races","426.5","3051",542930
"Colorado","All Types of Cancer",2017,"Female","All Races","391.5","12428",2789162
"Georgia","All Types of Cancer",2017,"Female","All Races","415.5","25400",5346767
"Montana","All Types of Cancer",2017,"Female","All Races","445.3","3042",522925
"Texas","All Types of Cancer",2017,"Female","All Races","369.4","55705",14250938
"Maryland","All Types of Cancer",2017,"Female","All Races","420.4","16128",3104138
"Idaho","All Types of Cancer",2017,"Female","All Races","411.6","4100",857853
"New Mexico","All Types of Cancer",2017,"Female","All Races","354.9","4685",1057085
"Utah","All Types of Cancer",2017,"Female","All Races","365.4","5202",1540313
"California","All Types of Cancer",2017,"Female","All Races","379.2","86788",19817679
"Alaska","All Types of Cancer",2017,"Female","All Races","387.4","1385",353363
"Oregon","All Types of Cancer",2017,"Female","All Races","397","10642",2091356
"Virginia","All Types of Cancer",2017,"Female","All Races","379.3","19897",4299620
"District of Columbia","All Types of Cancer",2017,"Female","All Races","409.1","1510",365633
"Missouri","All Types of Cancer",2017,"Female","All Races","429.6","17147",3109948
"Mississippi","All Types of Cancer",2017,"Female","All Races","410.7","7730",1539413
"West Virginia","All Types of Cancer",2017,"Female","All Races","457.7","5868",917552
"Tennessee","All Types of Cancer",2017,"Female","All Races","412.6","17872",3435687
"Minnesota","All Types of Cancer",2017,"Female","All Races","446","15185",2795630
"Oklahoma","All Types of Cancer",2017,"Female","All Races","412.4","9875",1984478
"Florida","All Types of Cancer",2017,"Female","All Races","405.2","61243",10720481
"Wisconsin","All Types of Cancer",2017,"Female","All Races","426.1","15936",2911661
"Arkansas","All Types of Cancer",2017,"Female","All Races","422","8114",1527580
"Kansas","All Types of Cancer",2017,"Female","All Races","423.9","7390",1460471
"North Carolina","All Types of Cancer",2017,"Female","All Races","423.4","28020",5272479
"South Dakota","All Types of Cancer",2017,"Female","All Races","429.9","2275",432265
"Hawaii","All Types of Cancer",2017,"Female","All Races","408.9","3738",710021
"Pennsylvania","All Types of Cancer",2017,"Female","All Races","453.9","40033",6526911
"Kentucky","All Types of Cancer",2017,"Female","All Races","479","13611",2259543
"Maine","All Types of Cancer",2017,"Female","All Races","454.1","4499",681341
"South Carolina","All Types of Cancer",2017,"Female","All Races","399.3","13389",2585760
"Alabama","All Types of Cancer",2017,"Female","All Races","397.4","12661",2516043
"Vermont","All Types of Cancer",2017,"Female","All Races","432.6","1899",316120
"Washington","All Types of Cancer",2017,"Female","All Races","421.1","18781",3711772
"Ohio","All Types of Cancer",2017,"Female","All Races","435.1","33346",5947760
"North Dakota","All Types of Cancer",2017,"Female","All Races","436.1","1860",368134
"New Jersey","All Types of Cancer",2017,"Female","All Races","452","26377",4548298
"Delaware","All Types of Cancer",2017,"Female","All Races","407.8","2703",494227
"New Hampshire","All Types of Cancer",2017,"Female","All Races","441.2","4078",681409
"Nebraska","All Types of Cancer",2017,"Female","All Races","441.2","5026",960319
"New York","All Types of Cancer",2017,"Female","All Races","453.4","57882",10079494
"Iowa","All Types of Cancer",2017,"Female","All Races","448.1","8965",1579859
"Illinois","All Types of Cancer",2017,"Female","All Races","434","34687",6504145
"Indiana","All Types of Cancer",2017,"Female","All Races","408.6","16963",3376776
"Louisiana","All Types of Cancer",2017,"Female","All Races","426.4","12209",2388820
"Arizona","All Types of Cancer",2017,"Female","All Races","355.3","15731",3544856
"Massachusetts","All Types of Cancer",2017,"Female","All Races","425.1","19222",3532186
"Michigan","All Types of Cancer",2017,"Female","All Races","408.3","26743",5065155
"Connecticut","All Types of Cancer",2017,"Female","All Races","440.9","10658",1830414
"Wyoming","All Types of Cancer",2017,"Male and Female","White","414.7","2795",544321
"Nevada","All Types of Cancer",2017,"Male and Female","White","415","11639",2282813
"Rhode Island","All Types of Cancer",2017,"Male and Female","White","427.5","5262",903507
"Colorado","All Types of Cancer",2017,"Male and Female","White","388","21933",4988145
"Georgia","All Types of Cancer",2017,"Male and Female","White","470.2","36942",6436223
"Montana","All Types of Cancer",2017,"Male and Female","White","456.9","5970",954366
"Texas","All Types of Cancer",2017,"Male and Female","White","402.8","96062",22731367
"Maryland","All Types of Cancer",2017,"Male and Female","White","456.8","21564",3632537
"Idaho","All Types of Cancer",2017,"Male and Female","White","432.4","8275",1628135
"New Mexico","All Types of Cancer",2017,"Male and Female","White","360","8133",1744608
"Utah","All Types of Cancer",2017,"Male and Female","White","393.5","10268",2866343
"California","All Types of Cancer",2017,"Male and Female","White","403","132482",29289341
"Alaska","All Types of Cancer",2017,"Male and Female","White","393.3","2150",512003
"Oregon","All Types of Cancer",2017,"Male and Female","White","412.2","20019",3699129
"Virginia","All Types of Cancer",2017,"Male and Female","White","392.7","29791",6028786
"District of Columbia","All Types of Cancer",2017,"Male and Female","White","338.2","897",319646
"Missouri","All Types of Cancer",2017,"Male and Female","White","450.7","30322",5148193
"Mississippi","All Types of Cancer",2017,"Male and Female","White","464.2","11148",1788864
"West Virginia","All Types of Cancer",2017,"Male and Female","White","484.3","11722",1720230
"Tennessee","All Types of Cancer",2017,"Male and Female","White","458","31906",5345951
"Minnesota","All Types of Cancer",2017,"Male and Female","White","470.7","28849",4773182
"Oklahoma","All Types of Cancer",2017,"Male and Female","White","413.8","16150",3053544
"Florida","All Types of Cancer",2017,"Male and Female","White","420.7","105311",16489706
"Arkansas","All Types of Cancer",2017,"Male and Female","White","461.1","14652",2418213
"Kansas","All Types of Cancer",2017,"Male and Female","White","438.2","13729",2561300
"North Carolina","All Types of Cancer",2017,"Male and Female","White","451.6","43549",7384159
"South Dakota","All Types of Cancer",2017,"Male and Female","White","451.3","4434",749508
"Hawaii","All Types of Cancer",2017,"Male and Female","White","460.9","2341",360604
"Pennsylvania","All Types of Cancer",2017,"Male and Female","White","467.8","69611",10624947
"Kentucky","All Types of Cancer",2017,"Male and Female","White","509.2","25436",3959505
"Maine","All Types of Cancer",2017,"Male and Female","White","470","8843",1279536
"South Carolina","All Types of Cancer",2017,"Male and Female","White","438","20980",3484446
"Alabama","All Types of Cancer",2017,"Male and Female","White","439.3","20210",3420990
"Vermont","All Types of Cancer",2017,"Male and Female","White","455.6","3818",597685
"Washington","All Types of Cancer",2017,"Male and Female","White","435.9","32775",6072697
"Ohio","All Types of Cancer",2017,"Male and Female","White","455.9","58546",9702563
"North Dakota","All Types of Cancer",2017,"Male and Female","White","450.4","3632",669116
"New Jersey","All Types of Cancer",2017,"Male and Female","White","492.4","42503",6521957
"Delaware","All Types of Cancer",2017,"Male and Female","White","451.9","4465",679733
"New Hampshire","All Types of Cancer",2017,"Male and Female","White","472.8","8257",1274836
"Nebraska","All Types of Cancer",2017,"Male and Female","White","468.8","9814",1719194
"New York","All Types of Cancer",2017,"Male and Female","White","491.9","89109",13908492
"Iowa","All Types of Cancer",2017,"Male and Female","White","477.2","17901",2892857
"Illinois","All Types of Cancer",2017,"Male and Female","White","464.4","57144",9974052
"Wisconsin","All Types of Cancer",2017,"Male and Female","White","444.4","30259",5109192
"Indiana","All Types of Cancer",2017,"Male and Female","White","438.9","31387",5751279
"Louisiana","All Types of Cancer",2017,"Male and Female","White","480.5","18375",2980169
"Arizona","All Types of Cancer",2017,"Male and Female","White","381.4","29697",5947741
"Massachusetts","All Types of Cancer",2017,"Male and Female","White","439.4","32973",5665376
"Michigan","All Types of Cancer",2017,"Male and Female","White","429.6","46152",8037423
"Connecticut","All Types of Cancer",2017,"Male and Female","White","463","18578",2914682
"Wyoming","All Types of Cancer",2017,"Male","White","454","1538",277377
"Nevada","All Types of Cancer",2017,"Male","White","429.6","6005",1160736
"Rhode Island","All Types of Cancer",2017,"Male","White","446.3","2520",438374
"Colorado","All Types of Cancer",2017,"Male","White","392.6","10543",2511075
"Georgia","All Types of Cancer",2017,"Male","White","522.1","19293",3192906
"Montana","All Types of Cancer",2017,"Male","White","483.2","3145",480889
"Texas","All Types of Cancer",2017,"Male","White","442.8","49353",11346698
"Maryland","All Types of Cancer",2017,"Male","White","485.4","10779",1795726
"Idaho","All Types of Cancer",2017,"Male","White","463.4","4339",816136
"New Mexico","All Types of Cancer",2017,"Male","White","370.1","4035",864093
"Utah","All Types of Cancer",2017,"Male","White","434.4","5403",1442169
"California","All Types of Cancer",2017,"Male","White","424.2","65527",14685991
"Alaska","All Types of Cancer",2017,"Male","White","415.8","1172",270944
"Oregon","All Types of Cancer",2017,"Male","White","430.8","10056",1834115
"Virginia","All Types of Cancer",2017,"Male","White","416","14922",2994731
"District of Columbia","All Types of Cancer",2017,"Male","White","343.1","449",159813
"Missouri","All Types of Cancer",2017,"Male","White","484.2","15324",2538816
"Mississippi","All Types of Cancer",2017,"Male","White","521.2","5930",884262
"West Virginia","All Types of Cancer",2017,"Male","White","519.6","6037",848405
"Tennessee","All Types of Cancer",2017,"Male","White","511.9","16758",2625284
"Minnesota","All Types of Cancer",2017,"Male","White","503.2","14766",2373854
"Oklahoma","All Types of Cancer",2017,"Male","White","438.8","8101",1512877
"Florida","All Types of Cancer",2017,"Male","White","446.7","53910",8098627
"Arkansas","All Types of Cancer",2017,"Male","White","519.4","7838",1194709
"Kansas","All Types of Cancer",2017,"Male","White","474.5","7094",1272996
"North Carolina","All Types of Cancer",2017,"Male","White","492.5","22142",3633380
"South Dakota","All Types of Cancer",2017,"Male","White","479.8","2313",377994
"Hawaii","All Types of Cancer",2017,"Male","White","486.1","1347",194938
"Pennsylvania","All Types of Cancer",2017,"Male","White","494.1","34499",5216727
"Kentucky","All Types of Cancer",2017,"Male","White","552.6","12903",1948887
"Maine","All Types of Cancer",2017,"Male","White","496.4","4439",625936
"South Carolina","All Types of Cancer",2017,"Male","White","480.7","10975",1712928
"Alabama","All Types of Cancer",2017,"Male","White","491.1","10711",1679457
"Vermont","All Types of Cancer",2017,"Male","White","488.3","1958",294883
"Washington","All Types of Cancer",2017,"Male","White","457.8","16423",3043533
"Ohio","All Types of Cancer",2017,"Male","White","487","29400",4771767
"North Dakota","All Types of Cancer",2017,"Male","White","481.5","1897",342065
"New Jersey","All Types of Cancer",2017,"Male","White","533.4","21228",3202011
"Delaware","All Types of Cancer",2017,"Male","White","495.5","2328",331019
"New Hampshire","All Types of Cancer",2017,"Male","White","515.4","4299",630086
"Nebraska","All Types of Cancer",2017,"Male","White","506.4","5083",856870
"New York","All Types of Cancer",2017,"Male","White","528.5","44406",6827808
"Iowa","All Types of Cancer",2017,"Male","White","517.9","9251",1433728
"Illinois","All Types of Cancer",2017,"Male","White","499.7","28707",4944346
"Wisconsin","All Types of Cancer",2017,"Male","White","475.1","15499",2544232
"Indiana","All Types of Cancer",2017,"Male","White","475.1","15826",2840477
"Louisiana","All Types of Cancer",2017,"Male","White","541.7","9822",1475693
"Arizona","All Types of Cancer",2017,"Male","White","405.3","15327",2956744
"Massachusetts","All Types of Cancer",2017,"Male","White","466.2","16071",2751001
"Michigan","All Types of Cancer",2017,"Male","White","459.2","23508",3980466
"Connecticut","All Types of Cancer",2017,"Male","White","497.1","9309",1426035
"Wyoming","All Types of Cancer",2017,"Female","White","381","1257",266944
"Nevada","All Types of Cancer",2017,"Female","White","405.3","5634",1122077
"Rhode Island","All Types of Cancer",2017,"Female","White","419.5","2742",465133
"Colorado","All Types of Cancer",2017,"Female","White","391.1","11390",2477070
"Georgia","All Types of Cancer",2017,"Female","White","433.4","17649",3243317
"Montana","All Types of Cancer",2017,"Female","White","436.7","2825",473477
"Texas","All Types of Cancer",2017,"Female","White","375","46709",11384669
"Maryland","All Types of Cancer",2017,"Female","White","440.5","10785",1836811
"Idaho","All Types of Cancer",2017,"Female","White","409.3","3936",811999
"New Mexico","All Types of Cancer",2017,"Female","White","355.5","4098",880515
"Utah","All Types of Cancer",2017,"Female","White","362.4","4865",1424174
"California","All Types of Cancer",2017,"Female","White","392.1","66955",14603350
"Alaska","All Types of Cancer",2017,"Female","White","373.5","978",241059
"Oregon","All Types of Cancer",2017,"Female","White","401.3","9963",1865014
"Virginia","All Types of Cancer",2017,"Female","White","379.4","14869",3034055
"District of Columbia","All Types of Cancer",2017,"Female","White","344.4","448",159833
"Missouri","All Types of Cancer",2017,"Female","White","428.9","14998",2609377
"Mississippi","All Types of Cancer",2017,"Female","White","425.2","5218",904602
"West Virginia","All Types of Cancer",2017,"Female","White","460.2","5685",871825
"Tennessee","All Types of Cancer",2017,"Female","White","417.9","15148",2720667
"Minnesota","All Types of Cancer",2017,"Female","White","449.2","14083",2399328
"Oklahoma","All Types of Cancer",2017,"Female","White","398.5","8049",1540667
"Florida","All Types of Cancer",2017,"Female","White","403","51401",8391079
"Wisconsin","All Types of Cancer",2017,"Female","White","424.5","14760",2564960
"Arkansas","All Types of Cancer",2017,"Female","White","418.4","6814",1223504
"Kansas","All Types of Cancer",2017,"Female","White","414.1","6635",1288304
"North Carolina","All Types of Cancer",2017,"Female","White","425","21407",3750779
"South Dakota","All Types of Cancer",2017,"Female","White","433.1","2121",371514
"Hawaii","All Types of Cancer",2017,"Female","White","439.5","994",165666
"Pennsylvania","All Types of Cancer",2017,"Female","White","454.5","35112",5408220
"Kentucky","All Types of Cancer",2017,"Female","White","481.3","12533",2010618
"Maine","All Types of Cancer",2017,"Female","White","454.1","4404",653600
"South Carolina","All Types of Cancer",2017,"Female","White","406.7","10005",1771518
"Alabama","All Types of Cancer",2017,"Female","White","402.7","9499",1741533
"Vermont","All Types of Cancer",2017,"Female","White","435.3","1860",302802
"Washington","All Types of Cancer",2017,"Female","White","423.8","16352",3029164
"Ohio","All Types of Cancer",2017,"Female","White","437.7","29146",4930796
"North Dakota","All Types of Cancer",2017,"Female","White","432.2","1735",327051
"New Jersey","All Types of Cancer",2017,"Female","White","468.2","21275",3319946
"Delaware","All Types of Cancer",2017,"Female","White","420.2","2137",348714
"New Hampshire","All Types of Cancer",2017,"Female","White","442.1","3958",644750
"Nebraska","All Types of Cancer",2017,"Female","White","443.6","4731",862324
"New York","All Types of Cancer",2017,"Female","White","470.9","44703",7080684
"Iowa","All Types of Cancer",2017,"Female","White","449.8","8650",1459129
"Illinois","All Types of Cancer",2017,"Female","White","442.9","28437",5029706
"Indiana","All Types of Cancer",2017,"Female","White","416.9","15561",2910802
"Louisiana","All Types of Cancer",2017,"Female","White","435.2","8553",1504476
"Arizona","All Types of Cancer",2017,"Female","White","364.3","14370",2990997
"Massachusetts","All Types of Cancer",2017,"Female","White","425","16902",2914375
"Michigan","All Types of Cancer",2017,"Female","White","410.8","22644",4056957
"Connecticut","All Types of Cancer",2017,"Female","White","441.9","9269",1488647
"Wyoming","All Types of Cancer",2017,"Male and Female","Black","Data Suppressed","Data Suppressed",10007
"New Mexico","All Types of Cancer",2017,"Male and Female","Black","267.4","144",63708
"Alaska","All Types of Cancer",2017,"Male and Female","Black","334.7","73",36398
"Nevada","All Types of Cancer",2017,"Male and Female","Black","379.7","1042",327516
"Rhode Island","All Types of Cancer",2017,"Male and Female","Black","339.7","264",97995
"Colorado","All Types of Cancer",2017,"Male and Female","Black","361.4","794",296017
"Georgia","All Types of Cancer",2017,"Male and Female","Black","461.8","14448",3442098
"Montana","All Types of Cancer",2017,"Male and Female","Black","405.1","17",10069
"Texas","All Types of Cancer",2017,"Male and Female","Black","423","13522",3723355
"Maryland","All Types of Cancer",2017,"Male and Female","Black","427.3","8565",1919108
"Idaho","All Types of Cancer",2017,"Male and Female","Black","360.1","28",21248
"Utah","All Types of Cancer",2017,"Male and Female","Black","355.7","92",55890
"California","All Types of Cancer",2017,"Male and Female","Black","384.7","10647",2834619
"Oregon","All Types of Cancer",2017,"Male and Female","Black","421.9","334",117252
"Virginia","All Types of Cancer",2017,"Male and Female","Black","418.6","7470",1757890
"District of Columbia","All Types of Cancer",2017,"Male and Female","Black","442.5","1709",337125
"Missouri","All Types of Cancer",2017,"Male and Female","Black","469.1","3351",768378
"Mississippi","All Types of Cancer",2017,"Male and Female","Black","473.1","5270",1145377
"West Virginia","All Types of Cancer",2017,"Male and Female","Black","397.7","299",74777
"Tennessee","All Types of Cancer",2017,"Male and Female","Black","451.1","5002",1188604
"Minnesota","All Types of Cancer",2017,"Male and Female","Black","463.6","1044",408369
"Oklahoma","All Types of Cancer",2017,"Male and Female","Black","394.8","1130",350613
"Florida","All Types of Cancer",2017,"Male and Female","Black","370.1","12656",3674436
"Arkansas","All Types of Cancer",2017,"Male and Female","Black","467.5","2186",487818
"Kansas","All Types of Cancer",2017,"Male and Female","Black","436.4","729",206547
"North Carolina","All Types of Cancer",2017,"Male and Female","Black","441.6","10697",2366357
"South Dakota","All Types of Cancer",2017,"Male and Female","Black","223.4","24",23768
"Hawaii","All Types of Cancer",2017,"Male and Female","Black","352","89",43251
"Pennsylvania","All Types of Cancer",2017,"Male and Female","Black","455.6","6812",1617787
"Kentucky","All Types of Cancer",2017,"Male and Female","Black","461.4","1659",400902
"Maine","All Types of Cancer",2017,"Male and Female","Black","338.9","48",25910
"South Carolina","All Types of Cancer",2017,"Male and Female","Black","420","6283",1408395
"Alabama","All Types of Cancer",2017,"Male and Female","Black","435.9","5947",1334075
"Vermont","All Types of Cancer",2017,"Male and Female","Black","Data Suppressed","Data Suppressed",10929
"Arizona","All Types of Cancer",2017,"Male and Female","Black","318.7","953",399158
"Washington","All Types of Cancer",2017,"Male and Female","Black","416.9","1130",390097
"Ohio","All Types of Cancer",2017,"Male and Female","Black","439","6729",1615089
"North Dakota","All Types of Cancer",2017,"Male and Female","Black","375","30",27056
"New Jersey","All Types of Cancer",2017,"Male and Female","Black","435.8","6017",1394738
"Delaware","All Types of Cancer",2017,"Male and Female","Black","435.6","981",228990
"New Hampshire","All Types of Cancer",2017,"Male and Female","Black","313.9","49",27014
"Nebraska","All Types of Cancer",2017,"Male and Female","Black","510.5","381",111208
"New York","All Types of Cancer",2017,"Male and Female","Black","428.1","16194",3634378
"Iowa","All Types of Cancer",2017,"Male and Female","Black","505.8","386",142314
"Illinois","All Types of Cancer",2017,"Male and Female","Black","467.4","9217",1946635
"Wisconsin","All Types of Cancer",2017,"Male and Female","Black","507.5","1562",423734
"Indiana","All Types of Cancer",2017,"Male and Female","Black","403.7","2383",702930
"Louisiana","All Types of Cancer",2017,"Male and Female","Black","483.6","7339",1557486
"Massachusetts","All Types of Cancer",2017,"Male and Female","Black","384","2132",654566
"Michigan","All Types of Cancer",2017,"Male and Female","Black","436.1","6424",1493472
"Connecticut","All Types of Cancer",2017,"Male and Female","Black","427.2","1743",453203
"Wyoming","All Types of Cancer",2017,"Male","Black","Data Suppressed","Data Suppressed",5761
"Nevada","All Types of Cancer",2017,"Male","Black","407.6","509",162631
"Rhode Island","All Types of Cancer",2017,"Male","Black","354.7","131",48603
"Colorado","All Types of Cancer",2017,"Male","Black","383.2","414",156854
"Georgia","All Types of Cancer",2017,"Male","Black","558.1","7359",1611647
"Montana","All Types of Cancer",2017,"Male","Black","Data Suppressed","Data Suppressed",5785
"Texas","All Types of Cancer",2017,"Male","Black","499.8","6930",1806387
"Maryland","All Types of Cancer",2017,"Male","Black","486.3","4115",897923
"Idaho","All Types of Cancer",2017,"Male","Black","Data Suppressed","18",11731
"New Mexico","All Types of Cancer",2017,"Male","Black","348.1","96",34631
"Utah","All Types of Cancer",2017,"Male","Black","420.3","58",31239
"California","All Types of Cancer",2017,"Male","Black","425.8","5340",1407165
"Alaska","All Types of Cancer",2017,"Male","Black","389.9","42",20153
"Oregon","All Types of Cancer",2017,"Male","Black","499.3","205",62524
"Virginia","All Types of Cancer",2017,"Male","Black","482.3","3780",845662
"District of Columbia","All Types of Cancer",2017,"Male","Black","492","783",153111
"Missouri","All Types of Cancer",2017,"Male","Black","521.2","1573",366795
"Mississippi","All Types of Cancer",2017,"Male","Black","582.7","2846",539255
